Person,Product,crunchy,creamy,sweet,chocolaty,healthful,calorie,rich,addiction,accessible,handy,wrapping,image,commercial,,,,,,,,,,,
17,Lion,4.00,4.00,5.00,5.00,1.00,5.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,,,,,,,,,,,
17,Mars,3.00,4.00,5.00,5.00,1.00,5.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
17,Snickers,3.00,4.00,5.00,5.00,1.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
17,Twix,4.00,4.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,3.00,3.00,4.00,,,,,,,,,,,
18,Balisto,4.47,1.91,4.05,3.86,2.28,4.09,3.42,2.92,3.49,4.00,3.41,3.16,3.18,,,,,,,,,,,
18,Bounty,2.00,1.00,5.00,3.00,1.00,2.00,4.00,2.00,5.00,3.00,3.00,3.00,3.00,,,,,,,,,,,
18,Duplo,4.00,1.00,5.00,5.00,1.00,4.00,3.09,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
18,KinderBueno,4.00,5.00,5.00,2.00,1.00,2.00,3.48,4.00,3.00,5.00,4.00,3.00,3.00,,,,,,,,,,,
18,KinderRiegel,2.00,3.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
18,KitKat,4.00,1.00,4.00,4.00,1.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,,,,,,,,,,,
18,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
18,Mars,1.00,4.00,4.00,2.00,1.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,
18,Snickers,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,
18,Twix,1.00,4.00,4.00,2.00,1.00,5.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,,,,,,,,,,,
19,Balisto,4.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,3.00,3.00,4.00,4.00,4.00,,,,,,,,,,,
19,Bounty,2.00,2.00,2.00,4.00,1.00,5.00,2.00,2.00,3.00,3.00,5.00,5.00,2.00,,,,,,,,,,,
19,Duplo,5.00,3.00,5.00,4.00,1.00,5.00,2.00,2.00,3.00,3.00,5.00,5.00,5.00,,,,,,,,,,,
19,KinderBueno,5.00,5.00,5.00,4.00,1.00,5.00,1.00,3.00,3.00,3.00,5.00,5.00,2.00,,,,,,,,,,,
19,KinderRiegel,2.00,5.00,4.00,3.00,1.00,5.00,2.00,2.00,3.00,3.00,5.00,5.00,5.00,,,,,,,,,,,
19,KitKat,5.00,2.00,4.00,4.00,1.00,5.00,1.00,2.00,3.00,3.00,5.00,5.00,5.00,,,,,,,,,,,
19,Lion,5.00,3.00,5.00,4.00,1.00,5.00,2.00,2.00,3.00,3.00,4.00,2.00,2.00,,,,,,,,,,,
19,Mars,2.00,5.00,5.00,4.00,1.00,5.00,2.00,2.00,3.00,3.00,5.00,5.00,5.00,,,,,,,,,,,
19,Snickers,3.00,5.00,5.00,4.00,1.00,5.00,1.00,3.00,3.00,4.00,3.00,5.00,5.00,,,,,,,,,,,
19,Twix,5.00,5.00,4.00,4.00,1.00,5.00,1.00,3.00,3.00,4.00,5.00,5.00,2.00,,,,,,,,,,,
20,Balisto,5.00,1.00,4.00,5.00,3.00,2.00,3.00,2.00,3.00,3.00,3.41,2.00,4.00,,,,,,,,,,,
20,Bounty,2.00,2.00,5.00,5.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,3.00,2.00,,,,,,,,,,,
20,Duplo,3.00,2.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
20,KinderBueno,3.00,5.00,5.00,4.00,2.00,3.00,2.00,5.00,4.00,5.00,4.00,3.00,2.00,,,,,,,,,,,
20,KinderRiegel,1.00,2.00,5.00,3.00,1.00,4.00,2.00,1.00,5.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
20,KitKat,5.00,1.00,3.00,4.00,2.00,4.00,2.00,2.00,4.00,4.00,3.00,2.00,3.00,,,,,,,,,,,
20,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
20,Mars,1.00,5.00,5.00,3.00,2.00,5.00,3.00,2.00,4.00,4.00,4.00,3.00,5.00,,,,,,,,,,,
20,Snickers,5.00,4.00,5.00,3.00,1.00,4.00,3.00,2.00,5.00,5.00,3.00,4.00,3.00,,,,,,,,,,,
20,Twix,3.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,4.00,4.00,3.00,5.00,5.00,,,,,,,,,,,
21,Balisto,5.00,1.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,3.00,3.00,,,,,,,,,,,
21,Bounty,1.00,4.00,5.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,2.00,,,,,,,,,,,
21,Duplo,4.00,2.00,4.00,3.00,1.00,4.00,3.00,1.00,3.00,3.00,3.00,3.00,5.00,,,,,,,,,,,
21,KinderBueno,4.00,4.00,5.00,5.00,1.49,4.00,3.00,4.00,4.00,5.00,4.00,3.00,3.00,,,,,,,,,,,
21,KinderRiegel,1.00,5.00,4.00,5.00,2.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
21,KitKat,5.00,1.00,5.00,4.00,1.57,4.00,3.00,1.00,3.00,2.00,2.00,3.00,3.00,,,,,,,,,,,
21,Lion,4.00,2.00,5.00,4.00,1.00,5.00,3.00,4.00,3.00,5.00,4.00,3.00,2.00,,,,,,,,,,,
21,Mars,1.00,5.00,5.00,4.00,1.46,5.00,3.00,2.00,3.00,5.00,2.00,4.00,3.00,,,,,,,,,,,
21,Snickers,3.00,4.00,5.00,4.00,1.42,5.00,3.00,3.00,4.00,5.00,2.00,4.00,5.00,,,,,,,,,,,
21,Twix,5.00,4.00,5.00,4.00,1.51,5.00,3.00,4.00,3.00,3.00,2.00,5.00,4.00,,,,,,,,,,,
22,Balisto,5.00,2.00,4.00,4.00,2.00,3.00,3.00,3.00,2.00,3.00,3.00,2.00,2.00,,,,,,,,,,,
22,Bounty,2.00,2.00,4.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.00,,,,,,,,,,,
22,Duplo,5.00,3.00,4.00,4.00,2.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,5.00,,,,,,,,,,,
22,KinderBueno,4.00,5.00,5.00,4.00,2.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,2.00,,,,,,,,,,,
22,KinderRiegel,2.00,5.00,4.00,4.00,2.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
22,KitKat,5.00,3.00,4.00,4.00,2.00,3.00,3.00,3.00,4.00,3.00,3.00,5.00,4.00,,,,,,,,,,,
22,Lion,5.00,3.00,4.00,4.00,2.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,4.00,,,,,,,,,,,
22,Mars,3.00,5.00,5.00,5.00,2.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,2.00,,,,,,,,,,,
22,Snickers,5.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,4.00,4.00,3.00,5.00,4.00,,,,,,,,,,,
22,Twix,5.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,2.00,,,,,,,,,,,
23,Balisto,4.00,3.00,5.00,4.00,3.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
23,Bounty,2.00,4.00,5.00,3.00,2.00,5.00,5.00,4.00,5.00,5.00,3.00,5.00,4.00,,,,,,,,,,,
23,Duplo,5.00,4.00,5.00,4.00,2.00,4.00,4.00,4.00,5.00,5.00,3.00,5.00,4.00,,,,,,,,,,,
23,KinderBueno,4.00,5.00,5.00,3.00,2.00,3.00,3.00,4.00,5.00,5.00,3.00,3.00,2.00,,,,,,,,,,,
23,KinderRiegel,2.00,4.00,5.00,5.00,2.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
23,KitKat,5.00,4.00,5.00,5.00,2.00,4.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
23,Lion,5.00,5.00,5.00,4.00,2.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
23,Mars,2.00,3.00,4.00,4.00,2.00,3.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
23,Snickers,4.00,4.00,5.00,4.00,2.00,4.00,5.00,3.00,5.00,5.00,2.00,4.00,4.00,,,,,,,,,,,
23,Twix,4.00,4.00,5.00,3.00,2.00,4.00,4.00,3.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
24,Balisto,4.00,1.00,3.00,3.00,1.00,5.00,4.00,2.00,3.00,4.00,3.00,2.00,1.00,,,,,,,,,,,
24,Bounty,2.00,4.00,3.00,3.00,1.00,5.00,3.00,2.00,4.00,4.00,5.00,4.00,4.00,,,,,,,,,,,
24,Duplo,4.00,2.00,4.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
24,KinderBueno,3.00,5.00,4.00,3.00,1.00,5.00,3.00,3.00,4.00,3.00,2.00,4.00,3.00,,,,,,,,,,,
24,KinderRiegel,1.00,5.00,5.00,5.00,1.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
24,KitKat,5.00,1.00,4.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
24,Lion,4.00,4.00,4.00,4.00,1.00,5.00,3.00,2.00,2.00,4.00,4.00,2.00,1.00,,,,,,,,,,,
24,Mars,2.00,3.00,4.00,3.00,1.00,5.00,2.00,2.00,4.00,5.00,3.00,4.00,4.00,,,,,,,,,,,
24,Snickers,4.00,4.00,4.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,,,,,,,,,,,
24,Twix,4.00,4.00,4.00,3.00,1.00,5.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
25,Balisto,5.00,1.00,4.00,3.00,1.00,4.00,2.00,4.00,4.00,5.00,5.00,2.00,1.00,,,,,,,,,,,
25,Bounty,1.00,4.00,5.00,1.00,1.00,5.00,1.00,2.00,5.00,5.00,5.00,2.00,1.00,,,,,,,,,,,
25,Duplo,5.00,2.00,5.00,4.00,1.00,5.00,1.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
25,KinderBueno,5.00,5.00,4.00,2.00,1.00,5.00,2.00,5.00,5.00,4.00,4.00,5.00,2.00,,,,,,,,,,,
25,KinderRiegel,1.00,4.00,5.00,5.00,1.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,4.00,,,,,,,,,,,
25,KitKat,5.00,1.00,5.00,5.00,1.00,5.00,1.00,5.00,5.00,5.00,5.00,2.00,2.00,,,,,,,,,,,
25,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
25,Mars,1.00,5.00,5.00,2.00,1.00,5.00,1.00,2.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
25,Snickers,2.00,4.00,5.00,4.00,1.00,5.00,2.00,2.00,5.00,5.00,3.00,3.00,4.00,,,,,,,,,,,
25,Twix,5.00,2.00,5.00,4.00,1.00,5.00,2.00,2.00,5.00,5.00,4.00,2.00,2.00,,,,,,,,,,,
26,Balisto,4.47,1.91,4.05,3.86,2.28,4.09,3.42,2.92,3.49,4.00,3.41,3.16,3.18,,,,,,,,,,,
26,Bounty,1.98,3.21,4.44,3.44,1.66,4.23,3.53,3.05,4.02,3.96,3.91,3.45,2.90,,,,,,,,,,,
26,Duplo,4.00,4.00,4.00,3.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,5.00,,,,,,,,,,,
26,KinderBueno,2.00,4.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,5.00,5.00,4.00,3.00,,,,,,,,,,,
26,KinderRiegel,1.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
26,KitKat,4.00,4.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,,,,,,,,,,,
26,Lion,4.19,3.37,4.57,4.05,1.57,4.64,3.82,3.25,3.80,4.00,3.55,3.44,3.21,,,,,,,,,,,
26,Mars,2.00,4.00,4.00,4.00,2.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
26,Snickers,3.00,3.00,5.00,4.00,2.00,5.00,4.00,3.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
26,Twix,4.00,3.00,4.00,4.00,2.00,5.00,4.00,3.00,5.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
27,Balisto,4.00,2.00,5.00,5.00,2.00,5.00,5.00,4.00,4.00,5.00,3.00,4.00,3.00,,,,,,,,,,,
27,Bounty,3.00,3.00,5.00,4.00,2.00,5.00,5.00,3.00,4.00,5.00,4.00,5.00,3.00,,,,,,,,,,,
27,Duplo,3.00,4.00,5.00,5.00,2.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
27,KinderBueno,2.00,4.00,5.00,5.00,1.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
27,KinderRiegel,3.00,4.00,5.00,5.00,2.00,5.00,5.00,4.00,4.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
27,KitKat,5.00,2.00,5.00,5.00,2.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,,,,,,,,,,,
27,Lion,4.00,3.00,5.00,5.00,2.00,5.00,5.00,3.00,5.00,5.00,4.00,5.00,3.00,,,,,,,,,,,
27,Mars,3.00,3.00,4.00,5.00,1.00,5.00,5.00,4.00,4.00,5.00,3.00,5.00,3.00,,,,,,,,,,,
27,Snickers,3.00,3.00,4.00,5.00,1.00,4.00,4.00,3.00,4.00,4.00,3.00,5.00,3.00,,,,,,,,,,,
27,Twix,4.00,3.00,5.00,4.00,1.00,5.00,5.00,3.00,4.00,4.00,3.00,4.00,3.00,,,,,,,,,,,
28,Balisto,5.00,2.00,4.00,4.00,3.00,3.00,3.00,2.00,5.00,4.00,3.00,3.00,3.00,,,,,,,,,,,
28,Bounty,2.00,2.00,4.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
28,Duplo,5.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
28,KinderBueno,4.00,5.00,5.00,5.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,3.00,3.00,,,,,,,,,,,
28,KinderRiegel,2.00,4.00,4.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
28,KitKat,5.00,2.00,4.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
28,Lion,5.00,5.00,4.00,4.00,2.00,4.00,2.00,3.00,5.00,4.00,4.00,5.00,4.00,,,,,,,,,,,
28,Mars,2.00,4.00,5.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,5.00,5.00,,,,,,,,,,,
28,Snickers,3.00,4.00,4.00,4.00,2.00,5.00,2.00,2.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
28,Twix,4.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,5.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
29,Balisto,5.00,1.00,4.00,4.00,2.00,4.00,3.42,4.00,4.00,5.00,2.00,2.00,2.00,,,,,,,,,,,
29,Bounty,4.00,2.00,5.00,5.00,1.00,5.00,3.53,3.00,5.00,5.00,5.00,4.00,2.00,,,,,,,,,,,
29,Duplo,4.00,2.00,4.00,4.00,1.00,4.00,3.09,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
29,KinderBueno,5.00,4.00,5.00,5.00,1.00,4.00,3.48,3.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
29,KinderRiegel,1.00,4.00,5.00,5.00,1.00,5.00,3.44,3.00,5.00,5.00,5.00,3.00,4.00,,,,,,,,,,,
29,KitKat,5.00,2.00,5.00,4.00,1.00,5.00,3.27,3.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
29,Lion,4.00,2.00,4.00,4.00,1.00,5.00,3.82,4.00,5.00,5.00,3.00,2.00,1.00,,,,,,,,,,,
29,Mars,1.00,5.00,5.00,5.00,1.00,5.00,3.67,3.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
29,Snickers,5.00,2.00,5.00,5.00,1.00,5.00,3.60,3.00,3.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
29,Twix,5.00,2.00,5.00,5.00,1.00,5.00,3.58,3.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
30,Balisto,5.00,1.00,5.00,5.00,1.00,5.00,5.00,5.00,3.00,5.00,4.00,3.00,3.00,,,,,,,,,,,
30,Bounty,1.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,3.00,,,,,,,,,,,
30,Duplo,5.00,1.00,5.00,5.00,1.00,5.00,1.00,1.00,3.00,5.00,2.00,5.00,5.00,,,,,,,,,,,
30,KinderBueno,5.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,,,,,,,,,,,
30,KinderRiegel,1.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
30,KitKat,5.00,1.00,5.00,5.00,1.00,5.00,5.00,5.00,3.00,5.00,4.00,3.00,3.00,,,,,,,,,,,
30,Lion,5.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,,,,,,,,,,,
30,Mars,1.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
30,Snickers,2.00,4.00,5.00,5.00,1.00,5.00,5.00,4.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
30,Twix,5.00,5.00,5.00,5.00,1.00,5.00,5.00,3.00,4.00,5.00,4.00,3.00,3.00,,,,,,,,,,,
31,Balisto,4.00,3.00,5.00,5.00,1.00,5.00,3.00,3.00,2.00,3.00,2.00,2.00,2.00,,,,,,,,,,,
31,Bounty,4.00,3.00,5.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,,,,,,,,,,,
31,Duplo,5.00,4.00,5.00,5.00,1.00,5.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,,,,,,,,,,,
31,KinderBueno,5.00,5.00,5.00,3.00,1.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
31,KinderRiegel,2.00,5.00,5.00,5.00,1.00,5.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
31,KitKat,5.00,2.00,5.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00,,,,,,,,,,,
31,Lion,4.00,4.00,5.00,5.00,1.00,5.00,3.00,3.00,2.00,4.00,3.00,2.00,1.00,,,,,,,,,,,
31,Mars,3.00,4.00,5.00,5.00,1.00,5.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00,,,,,,,,,,,
31,Snickers,5.00,4.00,5.00,5.00,1.00,5.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
31,Twix,5.00,4.00,5.00,4.00,1.00,5.00,3.00,3.00,4.00,4.00,2.00,4.00,2.00,,,,,,,,,,,
32,Balisto,5.00,1.00,4.00,3.00,1.00,5.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,,,,,,,,,,,
32,Bounty,1.00,1.00,5.00,2.00,1.00,5.00,3.00,2.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
32,Duplo,5.00,3.00,5.00,5.00,1.00,5.00,3.00,5.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
32,KinderBueno,4.00,5.00,5.00,4.00,1.00,5.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
32,KinderRiegel,1.00,3.00,5.00,4.00,1.00,5.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,,,,,,,,,,,
32,KitKat,5.00,1.00,5.00,3.00,1.00,5.00,3.00,3.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
32,Lion,4.00,2.00,5.00,4.00,1.00,5.00,3.00,4.00,5.00,5.00,1.00,5.00,5.00,,,,,,,,,,,
32,Mars,1.00,3.00,5.00,3.00,1.00,5.00,3.00,1.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
32,Snickers,4.00,3.00,5.00,4.00,1.00,5.00,3.00,4.00,5.00,5.00,1.00,5.00,5.00,,,,,,,,,,,
32,Twix,4.00,1.00,5.00,3.00,1.00,5.00,3.00,3.00,5.00,5.00,3.00,5.00,5.00,,,,,,,,,,,
33,Balisto,4.00,2.00,2.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,2.00,2.00,2.00,,,,,,,,,,,
33,Bounty,2.00,2.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,2.00,,,,,,,,,,,
33,Duplo,5.00,2.00,5.00,5.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,KinderBueno,3.00,4.00,4.00,4.00,1.00,4.00,3.48,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,KinderRiegel,1.00,5.00,5.00,5.00,1.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,KitKat,5.00,2.00,4.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,Lion,5.00,2.00,4.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,Mars,1.00,5.00,5.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
33,Snickers,3.00,2.00,4.00,3.00,1.00,4.00,1.00,2.00,4.00,4.00,3.00,4.00,4.00,,,,,,,,,,,
33,Twix,5.00,4.00,4.00,4.00,1.00,1.00,1.00,2.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,
34,Balisto,4.47,1.91,4.05,3.86,2.28,4.09,3.42,2.92,3.49,4.00,3.41,3.16,3.18,,,,,,,,,,,
34,Bounty,3.00,3.00,4.00,2.00,3.00,2.00,3.00,2.00,3.00,3.00,4.00,2.00,1.00,,,,,,,,,,,
34,Duplo,4.00,2.00,3.00,3.00,2.00,4.00,3.00,2.00,2.00,3.00,3.00,2.00,2.00,,,,,,,,,,,
